Time,Player Number,Area,Result of Possession,Passed Towards,Opp. Passes,Defensive,Foul Committed,Foul Drawn,Yellow,Red,Offsides,Type of Chance,Distance of Shot,Result of Shot,Number of Passes,Type of Chance2,Distance of Shot3,Result of Shot4,Number of Passes5,Who Took the Chance,Last Pass,2nd to Last,3rd to Last,4th to Last,Player #1,Player #2,Player #3,Player #4,Player #5,Player #6,Player #7,Player #8,Player #9,Player #10,Player #11,Posistion 1,Posistion 2,Posistion 3,Posistion 4,Posistion 5,Posistion 6,Posistion 7,Posistion 8,Posistion 9,Posistion 10,Posistion 11,Posistion 12
0-15,11,CM,1,18,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,16,2,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,1
0-15,18,CM,1,2,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,16,2,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,1
0-15,2,LA,0,17,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,16,2,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
0-15,2,CM,,,2,Possession Added,,,,,,,,,,,,,,,,,,,30,7,14,19,4,16,2,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
0-15,2,LM,0,16,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,16,2,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
0-15,19,CM,,,6,Possession Added,,,,,,,,,,,,,,,,,,,30,7,14,19,4,16,2,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
0-15,19,CM,1,24,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,16,2,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
0-15,24,RA,1,11,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,16,2,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
0-15,11,RA,0,,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,16,2,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,4
0-15,18,CA,1,4,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,16,2,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,1
0-15,4,CA,,,,,,,,,,,,,,Set Piece,10,SOG,1,4,18,,,,30,7,14,19,4,16,2,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
0-15,18,CA,1,4,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,16,2,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,1
0-15,4,CA,,,,,,,,,,,,,,Set Piece,10,Goal,1,4,18,,,,30,7,14,19,4,16,2,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
0-15,,,,,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,16,2,18,17,24,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
0-15,1,CD,,,11,Possession Added,,,,,,Run of Play,15,SOT,11,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,1,RD,1,19,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,19,CD,1,1,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,1,LD,0,14,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,1,LD,,,4,Possession Added,,,,,opp.,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,30,CD,1,14,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,14,CD,1,30,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,30,CD,1,16,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,16,CD,1,30,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,30,RD,1,19,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,19,CM,1,11,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,11,CM,0,18,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,30,CD,,,7,Possession Added,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,30,RM,1,24,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,24,LM,1,4,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,4,RM,1,16,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,16,RA,0,11,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,14,LD,,,4,Play Disrupted,Yes,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,14,CD,,,0,Possession Added,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,14,CM,1,11,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,11,RM,Possession Lost,,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,5
0-15,11,RM,,,,,Yes,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,30,CD,,,5,Possession Added,,,,,,Run of Play,30,SOT,5,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,30,CM,0,11,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,19,LD,,,4,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,1,CD,,,5,Possession Added,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,30,CD,,,5,Possession Added,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,30,LM,0,7,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,14,CD,,,11,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,17,LM,,,4,Possession Added,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,17,CM,1,,,,,Yes,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,6
0-15,17,CM,1,2,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,2,RM,1,16,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,16,RM,1,4,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,4,RD,1,19,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,19,CD,1,14,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,14,CD,1,30,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,30,RM,1,4,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,4,CM,1,18,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,18,LM,0,7,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,14,LD,,,4,Possession Added,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,14,LD,1,7,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,7,LD,1,14,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,14,CD,1,16,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,16,LD,1,14,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,14,LM,0,17,,,,,,,,,,,,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,30,CD,,,,,,,,,,Run of Play,8,SOT,1,,,,,,,,,,30,7,19,14,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,30,CD,,,4,Possession Added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-15,30,CM,1,24,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,24,CM,1,18,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,18,CM,1,16,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,16,LM,1,7,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,7,CM,1,16,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,16,CM,1,2,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,2,RM,1,4,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,4,RA,0,24,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,4,CM,1,16,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,16,CA,Possession Lost,,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,5
0-15,7,LM,,,2,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,7,CD,,,8,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,16,CM,1,2,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,2,RM,1,17,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,17,CA,0,11,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,4,CD,,,6,Play Disrupted,,,,,,Run of Play,20,Shot Blocked,6,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,30,CD,,,1,Possession Added,,,,,,Set Piece,8,SOT,1,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,30,CD,1,2,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,2,RM,1,24,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,24,CM,Possession Lost,,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,4
0-15,2,CM,,,2,Possession Added,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,2,RM,1,18,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,18,CM,1,16,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,16,CM,1,2,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,2,CM,0,,,,,Yes,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
0-15,2,CM,1,18,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
0-15,18,CA,0,11,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
0-15,14,CD,,,7,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
0-15,30,CD,,,5,Possession Added,,,,,,Run of Play,35,SOT,5,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,30,RM,1,24,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,24,RM,0,18,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,4,RA,0,11,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,19,CD,,,13,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,2,CD,,,3,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,16,CM,,,0,Possession Added,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,16,RM,1,24,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,16,RM,1,24,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,24,RA,1,11,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,11,RM,1,18,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,18,RA,0,16,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,19,CD,,,3,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,11,RD,,,2,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,30,CD,,,5,Possession Added,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,30,CD,1,16,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,16,LM,1,7,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,7,LM,1,2,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,4
15-30,2,LD,1,14,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,14,RM,1,4,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,4,CM,Possession Lost,,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,5
15-30,19,CD,,,7,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,14,LD,,,4,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,19,CD,,,4,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,14,LD,,,3,Possession Added,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,14,LD,1,7,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,7,LD,1,14,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,14,LD,1,7,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,7,LD,1,14,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,14,LM,0,17,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,14,CD,,,,,,,,,,Run of Play,22,Shot Blocked,3,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,17,CM,1,11,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,11,CM,1,24,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,24,CM,1,16,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,16,RM,1,4,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,4,RD,1,19,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,19,CD,1,30,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,30,LD,1,14,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,14,CD,1,30,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,30,CM,0,11,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,2,RA,1,24,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,6
15-30,24,CA,0,2,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,14,CD,,,8,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,19,CD,,,12,Play Disrupted,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,30,RD,1,19,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,19,CD,1,30,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,30,CD,1,2,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,2,LD,1,14,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,2
15-30,14,CD,1,30,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,30,CM,0,11,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,7,LD,1,14,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,14,RM,0,24,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,3
15-30,7,LD,,,11,Possession Added,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
15-30,7,LM,1,18,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,18,LM,0,11,,,,,,,,,,,,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,1
15-30,30,CD,,,3,Possession Added,,,,,,Run of Play,6,SOG,3,,,,,,,,,,30,7,14,19,4,2,16,18,24,17,11,GK,LB,CB,CB,RB,DCM,DCM,CAM,RM,LM,F,
