15-30,3,LM,,,6,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,7,2,18,22,15,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
15-30,19,CD,,,3,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,7,2,18,22,15,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
15-30,22,LD,,,0,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,7,2,18,22,15,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
15-30,7,LM,0,9,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,7,2,18,22,15,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,1
15-30,7,LM,Possession Lost,,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,7,2,18,22,15,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
15-30,3,CD,,,4,Play Disrupted,,,,,,,,,,,,,,,,,,,1,7,3,19,12,7,2,18,22,15,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
15-30,1,CD,,,2,Possession Added,,,,,,,,,,,,,,,,,,,1,7,3,19,12,7,2,18,22,15,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,
15-30,1,RD,1,19,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,7,2,18,22,15,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,1
15-30,19,CM,1,2,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,7,2,18,22,15,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,3
15-30,2,CD,1,1,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,7,2,18,22,15,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
15-30,1,LD,1,3,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,7,2,18,22,15,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,1
15-30,3,CD,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,7,2,18,22,15,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,4
15-30,8,RD,1,19,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,7,2,18,22,15,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
15-30,19,CD,1,8,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,7,2,18,22,15,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,2
15-30,8,CD,1,1,,,,,,,,,,,,,,,,,,,,,1,7,3,19,12,7,2,18,22,15,9,GK,LB,CB,CB,RB,DCM,DCM,CAM,LM,RM,F,4
